anio;mes;pais_cod;pais_descri;cif
2021;02;101;BURKINA FASO;8105.87
2022;02;101;BURKINA FASO;8181.33
2021;09;101;BURKINA FASO;8210.02
2021;01;101;BURKINA FASO;4790.13
2022;07;101;BURKINA FASO;18094.85
2022;05;102;ARGELIA;31675472.66
2021;07;102;ARGELIA;17059138.49
2022;08;102;ARGELIA;22291746.37
2021;09;102;ARGELIA;12116161.58
2022;09;102;ARGELIA;361776.66
2021;05;102;ARGELIA;407024.67
2022;02;102;ARGELIA;155308.86
2022;06;102;ARGELIA;36339598.36
2022;07;102;ARGELIA;89644310.05
2022;01;102;ARGELIA;220031.71
2021;06;102;ARGELIA;43785.75
2021;11;102;ARGELIA;77396.58
2022;04;102;ARGELIA;301053.95
2021;04;102;ARGELIA;133717.03
2022;10;102;ARGELIA;143782.23
2022;11;102;ARGELIA;173.67
2021;03;102;ARGELIA;52806.48
2021;01;102;ARGELIA;7978022.04
2021;12;102;ARGELIA;1011807.25
2021;02;102;ARGELIA;407.09
2021;08;102;ARGELIA;7814741.18
2022;03;103;BOTSWANA;37.33
2021;03;104;BURUNDI;3694.86
2022;11;105;CAMERUN;141.63
2022;03;105;CAMERUN;51.34
2021;12;105;CAMERUN;6299.33
2022;09;105;CAMERUN;49.86
2022;06;105;CAMERUN;85518.17
2021;04;105;CAMERUN;52763.58
2022;01;105;CAMERUN;117379.11
2021;03;105;CAMERUN;76790.4
2021;07;105;CAMERUN;98270.65
2021;10;105;CAMERUN;80805.52
2022;07;105;CAMERUN;35.16
2022;04;105;CAMERUN;13410.94
2021;11;105;CAMERUN;68348.45
2021;05;105;CAMERUN;1006.48
2021;08;107;REP. CENTROAFRICANA;195.27
2022;04;107;REP. CENTROAFRICANA;282.5
2021;01;108;CONGO;857.74
2021;12;108;CONGO;25830764.12
2021;03;108;CONGO;3142.5
2021;06;108;CONGO;31.29
2022;03;108;CONGO;181.47
2021;09;108;CONGO;478.99
2021;07;108;CONGO;28952241.09
2022;02;108;CONGO;27831403.51
2022;06;108;CONGO;611.74
2022;04;109;REP.DEMOCRATICA DEL CONGO(EX ZAIRE);246.43
2021;09;109;REP.DEMOCRATICA DEL CONGO(EX ZAIRE);375.8
2022;02;110;Cote d'Ivoire;37234.11
2022;07;110;Cote d'Ivoire;105659.61
2021;12;110;Cote d'Ivoire;91640.25
2021;06;110;Cote d'Ivoire;6498125.26
2021;03;110;Cote d'Ivoire;193319.9
2022;08;110;Cote d'Ivoire;38904.73
2022;04;110;Cote d'Ivoire;226956.29
2022;05;110;Cote d'Ivoire;204224.69
2021;11;110;Cote d'Ivoire;409199.64
2022;03;110;Cote d'Ivoire;304741.41
2022;06;110;Cote d'Ivoire;81651.02
2021;07;110;Cote d'Ivoire;183464.24
2021;09;110;Cote d'Ivoire;376876.63
2022;09;110;Cote d'Ivoire;38292.91
2021;08;110;Cote d'Ivoire;188360.94
2021;10;110;Cote d'Ivoire;110730.48
2021;02;110;Cote d'Ivoire;230394.83
2021;04;110;Cote d'Ivoire;143515.38
2022;01;110;Cote d'Ivoire;229210.85
2022;11;110;Cote d'Ivoire;248266.36
2021;05;110;Cote d'Ivoire;366170.94
2022;10;110;Cote d'Ivoire;123678.41
2021;06;112;BENIN;4364.7
2022;08;112;BENIN;7043.93
2022;10;112;BENIN;171.03
2022;09;112;BENIN;4737.27
2021;08;112;BENIN;79.25
2022;02;112;BENIN;961.74
2022;05;112;BENIN;772.31
2021;05;112;BENIN;21257.81
2022;07;112;BENIN;7504.45
2022;01;112;BENIN;5626.71
2022;04;112;BENIN;6967.92
2022;11;112;BENIN;15.12
2021;12;112;BENIN;60.14
2021;10;112;BENIN;10.9
2022;03;112;BENIN;519.25
2022;04;113;EGIPTO;23570420.27
2021;05;113;EGIPTO;29189965.22
2022;01;113;EGIPTO;9343821.32
2022;07;113;EGIPTO;19596570.17
2021;12;113;EGIPTO;11014128.01
2022;10;113;EGIPTO;18047179.08
2021;10;113;EGIPTO;93260040.75
2022;11;113;EGIPTO;20143737.53
2021;01;113;EGIPTO;13669052.24
2022;06;113;EGIPTO;24827415.82
2022;08;113;EGIPTO;22688407.08
2021;08;113;EGIPTO;42144968.93
2021;02;113;EGIPTO;15273346.32
2022;09;113;EGIPTO;26992489.38
2021;06;113;EGIPTO;52704215.79
2021;04;113;EGIPTO;4769584.91
2022;03;113;EGIPTO;8902428.07
2022;02;113;EGIPTO;11296898.4
2021;09;113;EGIPTO;99872685.72
2021;11;113;EGIPTO;106768552.54
2021;07;113;EGIPTO;88138209.14
2022;05;113;EGIPTO;237315996.12
2021;03;113;EGIPTO;18263482.55
2022;04;115;GABON;133147.57
2022;03;115;GABON;65327.04
2021;04;115;GABON;103307.77
2022;07;115;GABON;83916.93
2022;02;115;GABON;11568.23
2021;01;115;GABON;64674.02
2022;08;115;GABON;215861.92
2021;05;115;GABON;735.91
2022;06;115;GABON;58830.5
2022;10;115;GABON;55440.31
2022;09;115;GABON;81275.46
2021;11;115;GABON;58144.72
2021;10;115;GABON;299669.94
2021;03;115;GABON;111694.92
2021;02;115;GABON;499.74
2021;09;115;GABON;24092.6
2021;06;115;GABON;75131.04
2022;07;116;GAMBIA;543.51
2022;09;116;GAMBIA;641.37
2022;02;116;GAMBIA;6.05
2022;06;116;GAMBIA;821.96
2021;09;116;GAMBIA;61.12
2021;11;116;GAMBIA;17.32
2022;10;116;GAMBIA;1276.24
2022;07;117;GHANA;112328.24
2021;07;117;GHANA;126897.31
2021;04;117;GHANA;175555.97
2021;12;117;GHANA;159918.68
2021;10;117;GHANA;195158.59
2022;11;117;GHANA;241027.79
2021;02;117;GHANA;248131.38
2021;09;117;GHANA;161671.1
2022;03;117;GHANA;147733.15
2022;01;117;GHANA;307900.35
2021;05;117;GHANA;80323.28
2022;02;117;GHANA;52293.47
2022;09;117;GHANA;158484.96
2021;11;117;GHANA;309108.07
2022;04;117;GHANA;189306.8
2022;08;117;GHANA;485326.5
2021;06;117;GHANA;194619.28
2021;08;117;GHANA;234515.13
2022;10;117;GHANA;124145.8
2022;06;117;GHANA;359094.59
2021;03;117;GHANA;69343.72
2022;05;117;GHANA;75936.92
2021;01;117;GHANA;218265.81
2022;06;118;GUINEA;1451.96
2021;07;118;GUINEA;730.73
2021;03;118;GUINEA;1196.3
2021;12;118;GUINEA;747.84
2021;01;118;GUINEA;118.83
2021;11;118;GUINEA;1334.87
2022;07;119;GUINEA ECUATORIAL;139242212.03
2022;03;119;GUINEA ECUATORIAL;56484422.32
2022;05;120;KENYA;21251.26
2021;10;120;KENYA;15972.67
2022;04;120;KENYA;12537.5
2021;12;120;KENYA;117989.82
2022;01;120;KENYA;9787.4
2021;03;120;KENYA;245563.14
2021;11;120;KENYA;16768.62
2022;06;120;KENYA;26861.43
2022;10;120;KENYA;145928.84
2022;02;120;KENYA;106694.92
2022;07;120;KENYA;122837.99
2021;08;120;KENYA;66623.56
2021;04;120;KENYA;8336.46
2022;11;120;KENYA;34915.31
2022;03;120;KENYA;22473.24
2021;06;120;KENYA;8.89
2021;01;120;KENYA;52657.83
2021;07;120;KENYA;1650.35
2021;09;120;KENYA;1231.86
2022;08;120;KENYA;79081.96
2021;05;120;KENYA;14120.39
2022;09;120;KENYA;125846.55
2021;02;121;LESOTHO;23922.85
2022;02;121;LESOTHO;1279.56
2021;10;121;LESOTHO;207.2
2021;08;121;LESOTHO;12475.78
2022;01;121;LESOTHO;165.02
2022;04;121;LESOTHO;1311.92
2022;05;121;LESOTHO;987.81
2022;03;121;LESOTHO;2893.62
2021;07;121;LESOTHO;159.75
2021;11;121;LESOTHO;101.56
2021;09;121;LESOTHO;5911.79
2021;06;121;LESOTHO;389.27
2021;03;121;LESOTHO;75.26
2022;05;123;LIBIA;195.1
2022;06;123;LIBIA;16.71
2021;12;124;MADAGASCAR;40960.64
2021;03;124;MADAGASCAR;146315.02
2022;05;124;MADAGASCAR;172586.65
2021;06;124;MADAGASCAR;61775.48
2021;04;124;MADAGASCAR;37050.36
2022;04;124;MADAGASCAR;24382.53
2022;10;124;MADAGASCAR;183874.76
2021;11;124;MADAGASCAR;169106.91
2022;08;124;MADAGASCAR;168677.65
2021;05;124;MADAGASCAR;175369.74
2022;11;124;MADAGASCAR;4763.16
2022;06;124;MADAGASCAR;72193.61
2022;01;124;MADAGASCAR;208166.6
2021;10;124;MADAGASCAR;66056.74
2022;07;124;MADAGASCAR;109362.49
2021;08;124;MADAGASCAR;116084.95
2021;07;124;MADAGASCAR;291945.13
2022;09;124;MADAGASCAR;227970.86
2022;03;124;MADAGASCAR;347841.83
2022;02;124;MADAGASCAR;66073.67
2021;02;124;MADAGASCAR;159477.32
2021;09;124;MADAGASCAR;279384.1
2021;01;124;MADAGASCAR;89531.69
2021;04;125;MALAWI;2677.75
2022;03;125;MALAWI;54212.76
2021;11;125;MALAWI;52552.12
2022;06;125;MALAWI;109624.68
2021;03;125;MALAWI;2645.03
2022;04;125;MALAWI;54212.76
2021;07;125;MALAWI;21155.89
2022;05;125;MALAWI;37533.43
2021;05;125;MALAWI;1381.29
2022;02;125;MALAWI;48329.28
2022;09;125;MALAWI;67890.52
2022;11;125;MALAWI;69881.82
2021;12;125;MALAWI;37580.12
2021;09;126;MALI;7603.8
2022;01;126;MALI;697.6
2021;10;126;MALI;274.34
2021;04;127;MARRUECOS;33927224.13
2021;10;127;MARRUECOS;43895943.76
2021;11;127;MARRUECOS;25873089.68
2022;05;127;MARRUECOS;99695051.69
2022;07;127;MARRUECOS;42011380.27
2021;09;127;MARRUECOS;37200475.26
2022;01;127;MARRUECOS;3597855.69
2022;08;127;MARRUECOS;36666969.19
2022;06;127;MARRUECOS;127216623.52
2021;08;127;MARRUECOS;49025467.48
2021;01;127;MARRUECOS;15240586.89
2022;10;127;MARRUECOS;105109931.7
2021;06;127;MARRUECOS;31431164.54
2021;02;127;MARRUECOS;18276195.88
2022;09;127;MARRUECOS;24638729.69
2021;05;127;MARRUECOS;27292616.82
2021;12;127;MARRUECOS;17341003.41
2021;03;127;MARRUECOS;4553417.34
2022;04;127;MARRUECOS;51360800.08
2022;11;127;MARRUECOS;28315814.04
2022;02;127;MARRUECOS;10090835.39
2022;03;127;MARRUECOS;6894777.63
2021;07;127;MARRUECOS;22175489.95
2021;03;128;MAURICIO;5632.83
2021;12;128;MAURICIO;21234.96
2021;06;128;MAURICIO;524.87
2021;04;128;MAURICIO;5189.16
2021;11;128;MAURICIO;4701.33
2021;05;128;MAURICIO;105238.97
2021;01;128;MAURICIO;13153.11
2022;03;128;MAURICIO;9855.07
2021;09;128;MAURICIO;4067.12
2022;08;128;MAURICIO;29368.53
2022;11;128;MAURICIO;41921.13
2022;09;128;MAURICIO;503.04
2022;01;128;MAURICIO;38971.68
2021;07;128;MAURICIO;976.91
2022;02;128;MAURICIO;4645.41
2021;10;128;MAURICIO;51108.4
2021;08;128;MAURICIO;31914
2022;07;128;MAURICIO;9043.72
2022;05;128;MAURICIO;138617.99
2022;10;128;MAURICIO;3157.36
2022;04;128;MAURICIO;3124.16
2022;06;128;MAURICIO;74382.71
2022;04;129;MAURITANIA;528.67
2022;03;129;MAURITANIA;612.7
2022;05;130;NIGER;1492
2022;06;130;NIGER;3049.13
2021;09;130;NIGER;10223.42
2021;01;131;NIGERIA;2556760.87
2021;04;131;NIGERIA;15848.74
2021;06;131;NIGERIA;4259.95
2022;07;131;NIGERIA;9041555.49
2022;10;131;NIGERIA;4988367.87
2022;05;131;NIGERIA;36899.02
2022;04;131;NIGERIA;57987610.27
2021;07;131;NIGERIA;12029.1
2022;06;131;NIGERIA;7585.14
2022;11;131;NIGERIA;12516019.8
2021;12;131;NIGERIA;2678.48
2021;09;131;NIGERIA;7563.88
2021;08;131;NIGERIA;16.05
2021;11;131;NIGERIA;8333292
2022;09;131;NIGERIA;18788028.19
2021;10;131;NIGERIA;7009614
2022;08;131;NIGERIA;24059370.95
2021;02;131;NIGERIA;3554.2
2021;05;131;NIGERIA;5043.37
2022;03;131;NIGERIA;37912.32
2021;01;132;ZIMBABWE;83590.54
2021;10;132;ZIMBABWE;349310.71
2022;04;132;ZIMBABWE;59.74
2022;11;132;ZIMBABWE;47.96
2021;09;132;ZIMBABWE;904.33
2022;09;132;ZIMBABWE;329245
2022;10;132;ZIMBABWE;202455
2022;03;132;ZIMBABWE;108.97
2022;06;132;ZIMBABWE;166.36
2022;05;132;ZIMBABWE;53.53
2022;05;133;RWANDA;168.65
2021;04;133;RWANDA;130.21
2021;11;133;RWANDA;1768.14
2022;11;133;RWANDA;885.17
2021;09;133;RWANDA;1623.93
2021;03;133;RWANDA;4361.06
2021;01;134;SENEGAL;1333.3
2021;03;134;SENEGAL;108.33
2022;05;134;SENEGAL;596.61
2021;01;135;SIERRA LEONA;302.77
2021;06;135;SIERRA LEONA;116.88
2022;08;135;SIERRA LEONA;722.12
2021;08;135;SIERRA LEONA;204.6
2022;11;135;SIERRA LEONA;553.46
2022;09;135;SIERRA LEONA;2062.84
2022;03;135;SIERRA LEONA;25012.27
2022;05;135;SIERRA LEONA;654.84
2021;12;135;SIERRA LEONA;7537.74
2021;07;135;SIERRA LEONA;1420.52
2022;10;135;SIERRA LEONA;2527.43
2022;04;135;SIERRA LEONA;1020
2022;02;135;SIERRA LEONA;169.64
2022;07;135;SIERRA LEONA;1137.05
2021;10;135;SIERRA LEONA;11609.94
2021;05;135;SIERRA LEONA;1433.82
2022;06;135;SIERRA LEONA;1255.88
2022;01;135;SIERRA LEONA;17404.91
2021;09;135;SIERRA LEONA;702.95
2021;03;135;SIERRA LEONA;9699.65
2021;04;135;SIERRA LEONA;345.3
2021;02;135;SIERRA LEONA;956.58
2021;11;135;SIERRA LEONA;768.23
2022;02;136;SOMALIA;365886.21
2021;02;136;SOMALIA;540.92
2022;04;136;SOMALIA;342473.65
2021;07;136;SOMALIA;43580.22
2021;03;136;SOMALIA;9783.44
2021;01;136;SOMALIA;11013.78
2021;06;136;SOMALIA;365722.34
2022;05;136;SOMALIA;8197.87
2022;07;136;SOMALIA;320811.26
2021;11;136;SOMALIA;355273.43
2021;12;136;SOMALIA;363480.76
2022;10;136;SOMALIA;4172.34
2021;09;136;SOMALIA;360051.03
2022;09;137;SWAZILANDIA;1359.3
2022;11;137;SWAZILANDIA;340.49
2022;02;137;SWAZILANDIA;3191.42
2021;02;137;SWAZILANDIA;17.49
2021;06;137;SWAZILANDIA;7654.44
2022;07;137;SWAZILANDIA;4321.59
2021;11;137;SWAZILANDIA;9.26
2021;04;137;SWAZILANDIA;39.45
2021;07;137;SWAZILANDIA;2896.73
2021;05;137;SWAZILANDIA;204.98
2021;10;137;SWAZILANDIA;42.97
2021;08;137;SWAZILANDIA;29.48
2022;06;137;SWAZILANDIA;302.44
2021;03;137;SWAZILANDIA;11.05
2022;04;137;SWAZILANDIA;1768.32
2022;10;137;SWAZILANDIA;88.99
2022;05;137;SWAZILANDIA;35.9
2022;03;137;SWAZILANDIA;1394.18
2021;08;139;TANZANIA;39284.96
2022;07;139;TANZANIA;57831.59
2021;06;139;TANZANIA;27443.97
2022;06;139;TANZANIA;1552.78
2022;03;139;TANZANIA;16.07
2021;12;139;TANZANIA;14016.27
2021;02;139;TANZANIA;1357.13
2021;11;139;TANZANIA;2017
2021;10;139;TANZANIA;19680.39
2021;04;139;TANZANIA;14241.06
2021;07;139;TANZANIA;19642.48
2022;04;139;TANZANIA;15.3
2021;01;139;TANZANIA;49556.95
2022;09;139;TANZANIA;27256.28
2021;05;139;TANZANIA;24299.49
2022;10;139;TANZANIA;238174.95
2021;03;139;TANZANIA;25092.31
2021;09;139;TANZANIA;3829.05
2021;07;140;TOGO;1.03
2022;07;141;TUNEZ;1090093.91
2022;05;141;TUNEZ;3257491.1
2021;08;141;TUNEZ;791600.81
2021;10;141;TUNEZ;801734.15
2021;04;141;TUNEZ;693165.82
2022;11;141;TUNEZ;1823941.61
2022;06;141;TUNEZ;1648595.33
2022;04;141;TUNEZ;1770701.86
2021;02;141;TUNEZ;2509914.95
2022;02;141;TUNEZ;738588.46
2021;11;141;TUNEZ;697557.97
2021;06;141;TUNEZ;843215.3
2021;03;141;TUNEZ;1559361.5
2022;08;141;TUNEZ;891432.91
2021;07;141;TUNEZ;1007347.93
2022;09;141;TUNEZ;1291640.46
2022;03;141;TUNEZ;4465824.07
2022;01;141;TUNEZ;965544.36
2021;01;141;TUNEZ;605144.03
2021;09;141;TUNEZ;1778415.22
2021;05;141;TUNEZ;944672.77
2022;10;141;TUNEZ;1026750.1
2021;12;141;TUNEZ;1795705.94
2022;02;142;UGANDA;10313.06
2022;01;142;UGANDA;7739.32
2022;03;142;UGANDA;6922.23
2021;09;142;UGANDA;36531
2022;08;142;UGANDA;16001.49
2021;06;142;UGANDA;716.33
2021;12;142;UGANDA;29557.82
2021;07;142;UGANDA;380.44
2021;05;142;UGANDA;17406.47
2021;09;144;ZAMBIA;4018.94
2021;07;144;ZAMBIA;172109.9
2021;05;144;ZAMBIA;2.33
2021;08;149;ANGOLA;8765573.1
2021;02;149;ANGOLA;4087.23
2021;04;149;ANGOLA;1524.19
2022;10;151;MOZAMBIQUE;17427.84
2022;09;151;MOZAMBIQUE;331851
2021;01;151;MOZAMBIQUE;929994.83
2021;03;151;MOZAMBIQUE;243009
2021;02;151;MOZAMBIQUE;324012
2021;07;151;MOZAMBIQUE;55.01
2021;03;152;SEYCHELLES;29071.96
2021;02;152;SEYCHELLES;15804.42
2022;09;152;SEYCHELLES;284.39
2022;06;152;SEYCHELLES;16997.85
2021;03;153;DJIBOUTI;155.07
2022;08;155;COMORAS;3692.66
2021;06;155;COMORAS;1807.84
2022;01;155;COMORAS;485.53
2022;09;155;COMORAS;243.42
2021;01;155;COMORAS;979.28
2021;09;155;COMORAS;564.22
2022;04;155;COMORAS;4329.1
2022;03;155;COMORAS;5860.82
2021;04;155;COMORAS;6142.68
2021;08;155;COMORAS;2733.18
2021;11;155;COMORAS;4473.54
2021;07;155;COMORAS;4108.61
2022;06;155;COMORAS;272.8
2022;05;155;COMORAS;1311.65
2022;07;155;COMORAS;1337.21
2021;05;155;COMORAS;6557.7
2022;10;155;COMORAS;449.06
2021;03;155;COMORAS;1414.65
2022;02;155;COMORAS;544.51
2021;08;157;SANTO TOME Y PRINCIPE;129.73
2021;03;157;SANTO TOME Y PRINCIPE;449.51
2022;09;157;SANTO TOME Y PRINCIPE;297.56
2022;07;158;NAMIBIA;401.61
2021;07;158;NAMIBIA;1870.05
2021;09;158;NAMIBIA;605.49
2021;01;158;NAMIBIA;24.12
2022;03;158;NAMIBIA;857.81
2022;10;158;NAMIBIA;735.43
2022;09;158;NAMIBIA;319.81
2021;02;158;NAMIBIA;3821.74
2022;11;158;NAMIBIA;4211.94
2022;08;158;NAMIBIA;455.46
2021;03;159;SUDAFRICA;9581974.02
2021;07;159;SUDAFRICA;26193674.3
2021;08;159;SUDAFRICA;9058157.95
2021;04;159;SUDAFRICA;16377792.8
2022;10;159;SUDAFRICA;20218813.95
2022;05;159;SUDAFRICA;8748420.51
2022;01;159;SUDAFRICA;22930604.45
2021;01;159;SUDAFRICA;20810843.87
2022;11;159;SUDAFRICA;11955113.61
2022;09;159;SUDAFRICA;24952647.87
2021;09;159;SUDAFRICA;21502598.07
2021;06;159;SUDAFRICA;15594815.18
2021;12;159;SUDAFRICA;19816022.01
2022;04;159;SUDAFRICA;15141282.49
2021;02;159;SUDAFRICA;16520190.29
2021;11;159;SUDAFRICA;12534353.26
2022;08;159;SUDAFRICA;21095095.05
2021;10;159;SUDAFRICA;24302892.47
2022;03;159;SUDAFRICA;10262193.64
2022;07;159;SUDAFRICA;19779299.86
2022;06;159;SUDAFRICA;15240425.83
2021;05;159;SUDAFRICA;20385410.91
2022;02;159;SUDAFRICA;18621289.01
2021;08;160;ERITREA;3.95
2022;04;160;ERITREA;573.59
2022;01;161;ETIOPIA;818.52
2021;12;161;ETIOPIA;105662.47
2022;10;161;ETIOPIA;190.09
2021;07;161;ETIOPIA;113395.36
2022;08;161;ETIOPIA;401.74
2022;09;161;ETIOPIA;18790
2021;10;161;ETIOPIA;11434.92
2021;06;161;ETIOPIA;382.65
2022;02;161;ETIOPIA;301.11
2022;06;161;ETIOPIA;158408.64
2021;08;161;ETIOPIA;167163.4
2021;03;161;ETIOPIA;29280.59
2022;04;161;ETIOPIA;9309.69
2021;09;161;ETIOPIA;41054.68
2021;04;161;ETIOPIA;11236.57
2021;01;161;ETIOPIA;2232.44
2021;05;161;ETIOPIA;22390.08
2021;02;161;ETIOPIA;15914.66
2022;05;161;ETIOPIA;303.72
2022;03;161;ETIOPIA;20357.27
2022;03;162;SUDAN;95844.59
2021;10;162;SUDAN;1860.36
2022;02;162;SUDAN;6760.1
2021;07;162;SUDAN;2240.51
2021;02;162;SUDAN;2446.61
2021;11;162;SUDAN;76213.06
2022;08;162;SUDAN;96014.03
2021;08;162;SUDAN;19607.5
2022;01;162;SUDAN;38801.33
2022;07;162;SUDAN;119208.13
2022;10;162;SUDAN;6629.03
2022;05;162;SUDAN;30284.05
2021;09;162;SUDAN;32552.83
2021;05;162;SUDAN;14133.67
2021;06;162;SUDAN;77293.71
2022;06;162;SUDAN;20668.49
2022;09;162;SUDAN;11149.16
2021;09;200;ARGENTINA;13701063.18
2021;08;200;ARGENTINA;12756001.64
2022;02;200;ARGENTINA;3064477.64
2021;04;200;ARGENTINA;2842382.59
2021;01;200;ARGENTINA;1020460.67
2022;08;200;ARGENTINA;3930739.69
2022;11;200;ARGENTINA;2947325.52
2022;05;200;ARGENTINA;5761366.2
2021;07;200;ARGENTINA;14396637.77
2022;10;200;ARGENTINA;2596790.03
2022;04;200;ARGENTINA;6100562.37
2021;10;200;ARGENTINA;18509577.85
2021;02;200;ARGENTINA;3447306.03
2021;06;200;ARGENTINA;18699038.27
2022;07;200;ARGENTINA;2648401.31
2021;12;200;ARGENTINA;11525919.63
2021;11;200;ARGENTINA;8872543.59
2021;03;200;ARGENTINA;2527226.9
2022;09;200;ARGENTINA;5842358.68
2022;03;200;ARGENTINA;4446573.64
2021;05;200;ARGENTINA;15284483.98
2022;06;200;ARGENTINA;3201873.56
2022;01;200;ARGENTINA;3767603.59
2021;09;201;BARBADOS;9153.94
2022;06;201;BARBADOS;11140
2021;06;201;BARBADOS;631.46
2022;02;201;BARBADOS;62.99
2022;08;201;BARBADOS;14248.37
2022;01;201;BARBADOS;7195.8
2022;07;201;BARBADOS;22119.56
2021;11;201;BARBADOS;2050.31
2021;07;201;BARBADOS;6.24
2022;04;201;BARBADOS;17922.51
2021;08;201;BARBADOS;8760.28
2022;11;201;BARBADOS;16604.71
2021;02;202;BOLIVIA;69273246.92
2021;06;202;BOLIVIA;90865842.82
2022;07;202;BOLIVIA;328254094.02
2022;02;202;BOLIVIA;67235645.51
2021;04;202;BOLIVIA;91779870.12
2021;10;202;BOLIVIA;73449427.34
2021;01;202;BOLIVIA;92412017.55
2021;12;202;BOLIVIA;95990832.79
2022;08;202;BOLIVIA;287124651.64
2021;09;202;BOLIVIA;74668194.77
2021;11;202;BOLIVIA;79328581.09
2022;09;202;BOLIVIA;298169092.67
2021;07;202;BOLIVIA;100845754.34
2021;08;202;BOLIVIA;98890206.98
2022;06;202;BOLIVIA;288523687.88
2021;03;202;BOLIVIA;95156913.64
2022;03;202;BOLIVIA;88647185.46
2021;05;202;BOLIVIA;92263819.24
2022;05;202;BOLIVIA;245648914.5
2022;10;202;BOLIVIA;150102768.35
2022;01;202;BOLIVIA;93338201.98
2022;11;202;BOLIVIA;99233184.17
2022;04;202;BOLIVIA;167349101.02
2022;04;203;BRASIL;1314521379
2021;06;203;BRASIL;1041059218.5
2022;06;203;BRASIL;1786527429.3
2022;02;203;BRASIL;1044334289.4
2021;04;203;BRASIL;934462987.27
2021;01;203;BRASIL;759586116.66
2022;10;203;BRASIL;1252544082.7
2021;05;203;BRASIL;1068323498.3
2021;12;203;BRASIL;1201148444.3
2022;01;203;BRASIL;1009284362.2
2022;08;203;BRASIL;1449839532.2
2021;03;203;BRASIL;1122966980.1
2021;11;203;BRASIL;1111037247.5
2022;09;203;BRASIL;1586831875.5
2021;02;203;BRASIL;852415688.58
2022;07;203;BRASIL;1475748615.1
2022;11;203;BRASIL;1119912999.4
2021;10;203;BRASIL;1002225492.8
2021;09;203;BRASIL;1091285997.7
2021;08;203;BRASIL;1153957076.2
2021;07;203;BRASIL;1103873728.9
2022;03;203;BRASIL;1385059598.1
2022;05;203;BRASIL;1506059795.2
2021;08;204;CANADA;49370313.47
2021;10;204;CANADA;19467022.55
2021;11;204;CANADA;35168716.55
2022;03;204;CANADA;71433874.37
2022;02;204;CANADA;26916367.1
2021;01;204;CANADA;34825427.53
2021;07;204;CANADA;23437992.96
2022;01;204;CANADA;35857235.23
2021;03;204;CANADA;36757607.24
2022;05;204;CANADA;25692253.93
2021;05;204;CANADA;17197542.52
2021;06;204;CANADA;60362856.99
2022;06;204;CANADA;32168626.95
2021;12;204;CANADA;41778223.59
2022;07;204;CANADA;28889940.51
2022;10;204;CANADA;71242944.85
2022;08;204;CANADA;73033955.51
2021;09;204;CANADA;37971286.9
2021;04;204;CANADA;32576788.3
2021;02;204;CANADA;35076909.87
2022;04;204;CANADA;41289838.06
2022;11;204;CANADA;24003609.42
2022;09;204;CANADA;48600776.55
2022;07;205;COLOMBIA;39698601.91
2021;08;205;COLOMBIA;26574408.3
2021;01;205;COLOMBIA;26047796.44
2021;07;205;COLOMBIA;32327756.73
2022;02;205;COLOMBIA;24339695.26
2022;05;205;COLOMBIA;84657989.06
2021;12;205;COLOMBIA;23458961.68
2022;01;205;COLOMBIA;26837454.99
2021;03;205;COLOMBIA;30365953.52
2022;04;205;COLOMBIA;30418441.28
2021;02;205;COLOMBIA;20166942.5
2022;06;205;COLOMBIA;49315302.35
2021;05;205;COLOMBIA;29715938.98
2021;11;205;COLOMBIA;31065474.2
2021;04;205;COLOMBIA;25615276.73
2022;08;205;COLOMBIA;49379230.8
2021;06;205;COLOMBIA;28995423.71
2022;11;205;COLOMBIA;33451117.58
2021;10;205;COLOMBIA;39340931.02
2022;09;205;COLOMBIA;40110175.19
2022;03;205;COLOMBIA;44070033.51
2021;09;205;COLOMBIA;40417786.02
2022;10;205;COLOMBIA;25284106.83
2021;08;206;COSTA RICA;1006457.99
2022;01;206;COSTA RICA;1476508.94
2022;02;206;COSTA RICA;1244989.62
2021;03;206;COSTA RICA;1065539.13
2021;10;206;COSTA RICA;1087272.1
2022;05;206;COSTA RICA;1626835.72
2022;03;206;COSTA RICA;1370968.63
2021;09;206;COSTA RICA;1393894.91
2021;01;206;COSTA RICA;927153.12
2022;11;206;COSTA RICA;4252550.55
2021;05;206;COSTA RICA;1118160.5
2021;12;206;COSTA RICA;1917636.86
2021;02;206;COSTA RICA;1958852.08
2022;06;206;COSTA RICA;2690728.23
2021;11;206;COSTA RICA;4657173.95
2022;08;206;COSTA RICA;2273494.38
2022;07;206;COSTA RICA;2005420.58
2021;07;206;COSTA RICA;1141008.15
2021;04;206;COSTA RICA;731503.67
2021;06;206;COSTA RICA;551312.98
2022;09;206;COSTA RICA;1065506.18
2022;04;206;COSTA RICA;1384457.16
2022;10;206;COSTA RICA;1616301.4
2021;02;207;CUBA;1122673.65
2022;03;207;CUBA;614001.1
2021;08;207;CUBA;288017.08
2021;04;207;CUBA;303958.53
2022;02;207;CUBA;109220.22
2021;07;207;CUBA;183196.1
2022;01;207;CUBA;539254.12
2021;10;207;CUBA;420027.03
2022;10;207;CUBA;440440.03
2021;12;207;CUBA;197185.92
2022;09;207;CUBA;432390.49
2022;11;207;CUBA;456371.05
2021;06;207;CUBA;408713.73
2021;11;207;CUBA;432829.78
2022;08;207;CUBA;240906.61
2022;06;207;CUBA;261241.45
