anio;mes;pais_cod;pais_descri;cif
2022;04;307;SRI LANKA;1206975.06
2021;08;309;Corea, Republica de;73756998.21
2022;03;309;Corea, Republica de;69211998.61
2021;10;309;Corea, Republica de;44990090.87
2021;01;309;Corea, Republica de;51881851.02
2021;04;309;Corea, Republica de;58547170.44
2022;02;309;Corea, Republica de;68690310.5
2022;01;309;Corea, Republica de;51566789.96
2022;10;309;Corea, Republica de;43061578.98
2022;11;309;Corea, Republica de;79830284.52
2021;02;309;Corea, Republica de;53252673.61
2021;06;309;Corea, Republica de;43399870.09
2021;11;309;Corea, Republica de;42070221.29
2022;09;309;Corea, Republica de;54988877.2
2021;07;309;Corea, Republica de;41481676.48
2022;08;309;Corea, Republica de;49563547.09
2021;03;309;Corea, Republica de;41543148.62
2022;06;309;Corea, Republica de;54448339.84
2021;12;309;Corea, Republica de;97137524.5
2021;05;309;Corea, Republica de;52379504.52
2021;09;309;Corea, Republica de;47810677.39
2022;05;309;Corea, Republica de;59549799.81
2022;07;309;Corea, Republica de;106453199.18
2022;04;309;Corea, Republica de;51827168.16
2021;08;310;CHINA;1222244389.9
2022;03;310;CHINA;1622297034
2021;01;310;CHINA;871166881.27
2022;11;310;CHINA;1462446647.3
2021;07;310;CHINA;1071949475.9
2021;10;310;CHINA;1322849051.3
2022;01;310;CHINA;1508113022.9
2022;10;310;CHINA;1501186279.1
2021;11;310;CHINA;1154305623.6
2022;08;310;CHINA;1588626623.7
2021;02;310;CHINA;865004683.22
2021;03;310;CHINA;1109637115.9
2021;06;310;CHINA;1193755041.1
2022;09;310;CHINA;1618173703.6
2022;02;310;CHINA;1271213595.6
2022;07;310;CHINA;1486588167.5
2022;06;310;CHINA;1578970481
2021;05;310;CHINA;883006716.02
2021;09;310;CHINA;1386177663.6
2022;05;310;CHINA;1429233054.6
2021;12;310;CHINA;1536743270.8
2021;04;310;CHINA;921082655.91
2022;04;310;CHINA;1253205724.1
2021;08;312;FILIPINAS;8653724.34
2022;03;312;FILIPINAS;10990446.56
2021;01;312;FILIPINAS;8036214.4
2021;04;312;FILIPINAS;8922302.49
2022;02;312;FILIPINAS;9586923.36
2021;07;312;FILIPINAS;9062430
2022;07;312;FILIPINAS;13566476.62
2022;10;312;FILIPINAS;11277682.13
2021;10;312;FILIPINAS;9189249.52
2022;01;312;FILIPINAS;9271663.95
2022;11;312;FILIPINAS;8676773.63
2021;02;312;FILIPINAS;9743792.52
2021;06;312;FILIPINAS;11818396.28
2022;09;312;FILIPINAS;13576351.27
2022;04;312;FILIPINAS;10706420.22
2022;08;312;FILIPINAS;10029526.55
2021;03;312;FILIPINAS;10852919.65
2021;05;312;FILIPINAS;11949085.67
2021;11;312;FILIPINAS;13028003.75
2021;09;312;FILIPINAS;13797502.43
2022;05;312;FILIPINAS;10912327.49
2021;12;312;FILIPINAS;10521472.46
2022;06;312;FILIPINAS;13558173.89
2021;08;313;TAIWAN;38328141.07
2022;08;313;TAIWAN;42678625.18
2021;01;313;TAIWAN;36674553.86
2022;03;313;TAIWAN;60574934.86
2021;04;313;TAIWAN;37581357.84
2022;02;313;TAIWAN;49884096.97
2021;07;313;TAIWAN;41917481.72
2022;01;313;TAIWAN;57581688.99
2022;09;313;TAIWAN;39283539.31
2022;11;313;TAIWAN;35582703.62
2021;11;313;TAIWAN;49000621.01
2021;06;313;TAIWAN;44814218.48
2021;02;313;TAIWAN;34638801.43
2021;03;313;TAIWAN;44155972.58
2021;10;313;TAIWAN;49892824.67
2022;07;313;TAIWAN;44349395.42
2022;06;313;TAIWAN;39645932.88
2022;05;313;TAIWAN;44900668.83
2021;05;313;TAIWAN;39429245.96
2021;09;313;TAIWAN;45389607.68
2021;12;313;TAIWAN;60903945.76
2022;04;313;TAIWAN;53054566.5
2022;10;313;TAIWAN;37611146.84
2021;08;315;INDIA;90894763.55
2021;01;315;INDIA;66267675.88
2022;03;315;INDIA;118162106.48
2021;12;315;INDIA;112777263.47
2022;06;315;INDIA;251766470.3
2021;04;315;INDIA;97017928.1
2022;02;315;INDIA;155716726.71
2021;07;315;INDIA;124974610.38
2022;01;315;INDIA;137097781.29
2022;10;315;INDIA;210413758.49
2022;11;315;INDIA;111659906.64
2021;10;315;INDIA;129714625.75
2021;06;315;INDIA;160325020.91
2021;11;315;INDIA;115949101.09
2022;09;315;INDIA;109585471.18
2022;08;315;INDIA;177100221.85
2021;03;315;INDIA;90991293.62
2022;07;315;INDIA;196017697.6
2021;05;315;INDIA;173746202.55
2021;09;315;INDIA;155526388.1
2022;05;315;INDIA;118718941.29
2022;04;315;INDIA;180296975.87
2021;02;315;INDIA;75594315.29
2022;03;316;INDONESIA;37487062.76
2021;01;316;INDONESIA;16389115.11
2022;08;316;INDONESIA;40339187.38
2021;08;316;INDONESIA;24530190.74
2021;04;316;INDONESIA;28421348.24
2021;07;316;INDONESIA;27635908.28
2022;01;316;INDONESIA;29852484.77
2022;11;316;INDONESIA;56412076.42
2021;12;316;INDONESIA;81482551.05
2022;10;316;INDONESIA;58354953.99
2021;06;316;INDONESIA;26791043.99
2021;11;316;INDONESIA;30145364.18
2021;10;316;INDONESIA;35857684.33
2022;09;316;INDONESIA;73524441.08
2021;03;316;INDONESIA;27838886.86
2021;02;316;INDONESIA;20868048.14
2022;07;316;INDONESIA;27991181.01
2022;06;316;INDONESIA;31480929.65
2021;05;316;INDONESIA;26057736.7
2022;02;316;INDONESIA;24990248.55
2021;09;316;INDONESIA;32511293.8
2022;05;316;INDONESIA;34577943.29
2022;04;316;INDONESIA;35283878.78
2021;04;317;IRAQ;89.88
2022;07;317;IRAQ;334.57
2021;06;317;IRAQ;50.78
2022;09;317;IRAQ;175.33
2021;03;317;IRAQ;184.88
2022;04;317;IRAQ;48020.03
2021;05;317;IRAQ;1487.24
2022;05;317;IRAQ;672.77
2021;01;318;IRAN;92258.48
2021;08;318;IRAN;421736.44
2022;03;318;IRAN;78151.28
2021;04;318;IRAN;156436.96
2022;02;318;IRAN;12943.67
2021;07;318;IRAN;66009.32
2021;02;318;IRAN;263869.26
2022;11;318;IRAN;64202.57
2022;09;318;IRAN;146074.57
2021;11;318;IRAN;360140.59
2021;06;318;IRAN;226990.19
2021;10;318;IRAN;22974.52
2022;08;318;IRAN;101436.83
2021;03;318;IRAN;340202.48
2021;12;318;IRAN;199515.88
2022;01;318;IRAN;75530.61
2022;07;318;IRAN;36905.9
2022;06;318;IRAN;175205.57
2021;05;318;IRAN;7560
2021;09;318;IRAN;71338.9
2022;05;318;IRAN;564670.62
2022;04;318;IRAN;79946.43
2021;08;319;ISRAEL;9393258.42
2022;08;319;ISRAEL;20956358.19
2021;04;319;ISRAEL;8458905.78
2022;03;319;ISRAEL;17498632.04
2022;02;319;ISRAEL;11087541.67
2021;07;319;ISRAEL;12345191.9
2022;01;319;ISRAEL;10835639.94
2021;12;319;ISRAEL;14554765.23
2022;11;319;ISRAEL;14948528.83
2022;10;319;ISRAEL;16446188.81
2021;06;319;ISRAEL;11905527.07
2022;09;319;ISRAEL;16347721.69
2021;02;319;ISRAEL;11682765.12
2021;03;319;ISRAEL;12122638.13
2021;10;319;ISRAEL;12144424.71
2022;07;319;ISRAEL;24058144.05
2022;06;319;ISRAEL;18478850.36
2021;05;319;ISRAEL;15666951.51
2021;09;319;ISRAEL;17671312.02
2022;05;319;ISRAEL;13221178.35
2021;11;319;ISRAEL;14604262.46
2022;04;319;ISRAEL;16875123.99
2021;01;319;ISRAEL;12028964.47
2021;08;320;JAPON;117859418.97
2021;10;320;JAPON;92503780.23
2022;03;320;JAPON;93896534.68
2021;04;320;JAPON;95667911.29
2022;02;320;JAPON;83031665.94
2022;06;320;JAPON;114001357.08
2021;07;320;JAPON;95412248.92
2022;01;320;JAPON;78345432.52
2022;11;320;JAPON;114886008.47
2022;10;320;JAPON;86464813.03
2021;06;320;JAPON;106727251.47
2022;09;320;JAPON;122001122.99
2022;08;320;JAPON;102134353.8
2021;03;320;JAPON;94063099.25
2022;07;320;JAPON;86141137.17
2021;11;320;JAPON;78578701.72
2021;05;320;JAPON;88282785.55
2021;09;320;JAPON;119565407.97
2022;05;320;JAPON;98261635.2
2021;12;320;JAPON;110164548.64
2022;04;320;JAPON;109254515.95
2021;01;320;JAPON;69234312.53
2021;02;320;JAPON;72258192.09
2021;08;321;JORDANIA;93456.05
2022;04;321;JORDANIA;9230.43
2021;12;321;JORDANIA;65879.05
2021;04;321;JORDANIA;82585.44
2021;07;321;JORDANIA;83722.72
2021;05;321;JORDANIA;247323.59
2022;01;321;JORDANIA;128114.19
2022;03;321;JORDANIA;58981.68
2021;11;321;JORDANIA;107240.26
2021;10;321;JORDANIA;47815.35
2022;11;321;JORDANIA;225057.82
2021;06;321;JORDANIA;71716.61
2022;09;321;JORDANIA;149750.31
2022;08;321;JORDANIA;24902364
2022;07;321;JORDANIA;68830.44
2022;06;321;JORDANIA;151966.24
2021;09;321;JORDANIA;133682.08
2022;02;321;JORDANIA;94494.44
2022;05;321;JORDANIA;124706.76
2021;03;321;JORDANIA;25826.12
2022;10;321;JORDANIA;105939.86
2021;01;321;JORDANIA;38301.3
2021;03;322;QATAR;5882633.57
2021;08;322;QATAR;76211943.07
2021;11;322;QATAR;640584.64
2021;10;322;QATAR;808937.42
2022;03;322;QATAR;1576549.7
2021;12;322;QATAR;2460097.34
2021;04;322;QATAR;1943680.59
2022;02;322;QATAR;1422788.88
2021;07;322;QATAR;152415097.86
2022;01;322;QATAR;735044.02
2021;02;322;QATAR;2231185.71
2022;11;322;QATAR;1297877.5
2022;10;322;QATAR;3177011.84
2021;06;322;QATAR;110447221.9
2022;09;322;QATAR;2271281.75
2022;08;322;QATAR;2032149.6
2022;07;322;QATAR;31094390.32
2021;05;322;QATAR;79895029.51
2022;06;322;QATAR;435452.29
2021;09;322;QATAR;25049632.13
2022;05;322;QATAR;84977384.81
2021;01;322;QATAR;5022657.9
2022;04;322;QATAR;1390698.36
2021;11;323;KUWAIT;116.39
2022;03;323;KUWAIT;30992698.54
2021;10;323;KUWAIT;15681242.08
2022;02;323;KUWAIT;32569031.3
2021;07;323;KUWAIT;19.16
2022;01;323;KUWAIT;4427.06
2022;06;323;KUWAIT;16404346
2021;05;323;KUWAIT;42125
2021;08;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;36289.8
2022;03;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;10219.34
2021;04;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;36622.94
2022;11;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;3032.98
2021;11;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;131869.64
2022;02;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;54382.3
2021;07;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;23276.05
2022;01;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;28491.88
2021;02;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;631.71
2021;06;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;86061.95
2022;09;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;68649.57
2021;03;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;11818.83
2022;10;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;119844.13
2021;10;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;29013.16
2022;07;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;4313.98
2021;05;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;30501.92
2022;06;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;63260.97
2021;09;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;68758.23
2022;08;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;24922.28
2022;05;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;31313.45
2021;01;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;4284.83
2021;12;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;3252.59
2022;04;324;LAOS, REP?BLICA POPULAR DEMOCR?TICA DE;62851.84
2021;08;325;LIBANO;52036.97
2021;12;325;LIBANO;242.34
2022;02;325;LIBANO;1692.6
2021;07;325;LIBANO;43127.57
2022;03;325;LIBANO;54166.22
2022;01;325;LIBANO;5174.52
2021;11;325;LIBANO;34854.04
2021;02;325;LIBANO;112572.87
2022;11;325;LIBANO;2934.65
2021;06;325;LIBANO;154385.89
2022;09;325;LIBANO;90944.18
2022;08;325;LIBANO;1012.83
2022;07;325;LIBANO;13693.4
2022;06;325;LIBANO;946.02
2021;01;325;LIBANO;119024.91
2022;05;325;LIBANO;2269.84
2022;10;325;LIBANO;10670.93
2022;04;325;LIBANO;32686.02
2021;08;326;MALASIA;100511668.08
2022;03;326;MALASIA;39368155.74
2021;04;326;MALASIA;33433386.85
2021;05;326;MALASIA;45446114.12
2022;02;326;MALASIA;30450201.79
2022;11;326;MALASIA;20793647.75
2021;07;326;MALASIA;39504368.26
2022;01;326;MALASIA;27576197.7
2022;10;326;MALASIA;28612631.59
2021;02;326;MALASIA;16871887.85
2022;04;326;MALASIA;28536518.59
2021;12;326;MALASIA;71991103.42
2021;11;326;MALASIA;29421896.42
2021;06;326;MALASIA;65418926.35
2022;09;326;MALASIA;34222791.36
2021;03;326;MALASIA;33533380.85
2022;08;326;MALASIA;34095438.07
2021;10;326;MALASIA;34397363.04
2022;07;326;MALASIA;40572221.99
2022;06;326;MALASIA;33497674.28
2021;09;326;MALASIA;29459144.03
2021;01;326;MALASIA;29115875.75
2022;05;326;MALASIA;28419204.05
2022;02;327;MALDIVAS;79747.28
2021;07;327;MALDIVAS;1380.67
2022;10;327;MALDIVAS;106.73
2021;08;328;OMAN;25174786.03
2022;03;328;OMAN;2059383.64
2021;04;328;OMAN;23742036.91
2022;05;328;OMAN;33729498.99
2021;07;328;OMAN;36274595.81
2021;12;328;OMAN;374962.5
2022;01;328;OMAN;3525154.98
2021;02;328;OMAN;755042.89
2022;11;328;OMAN;7220736.19
2021;06;328;OMAN;43049304.75
2021;03;328;OMAN;24498771.17
2022;08;328;OMAN;465235.76
2021;10;328;OMAN;1118900
2022;07;328;OMAN;1398465
2022;09;328;OMAN;912765.56
2021;05;328;OMAN;1251424.45
2022;06;328;OMAN;4999339.15
2021;01;328;OMAN;323414.36
2021;09;328;OMAN;18525240.85
2021;11;328;OMAN;24123741.45
2022;10;328;OMAN;14330725.88
2022;04;328;OMAN;177187.5
2022;01;329;MONGOLIA;1000.4
2022;05;329;MONGOLIA;248.47
2022;02;330;NEPAL;2730.79
2021;07;330;NEPAL;176.93
2022;01;330;NEPAL;7443.41
2021;02;330;NEPAL;168.64
2022;08;330;NEPAL;4450.18
2022;06;330;NEPAL;394.75
2021;11;330;NEPAL;670.64
2021;03;330;NEPAL;300.22
2021;10;330;NEPAL;4816.73
2022;11;330;NEPAL;371.86
2021;09;330;NEPAL;2774.55
2022;10;330;NEPAL;4605.55
2021;05;330;NEPAL;1156.18
2022;05;330;NEPAL;191.04
2022;04;330;NEPAL;86.39
2021;08;331;EMIRATOS ARABES UNIDOS;56169536.22
2022;03;331;EMIRATOS ARABES UNIDOS;66970378
2021;11;331;EMIRATOS ARABES UNIDOS;66928762.45
2021;04;331;EMIRATOS ARABES UNIDOS;2603601.01
2022;02;331;EMIRATOS ARABES UNIDOS;156070434.57
2021;07;331;EMIRATOS ARABES UNIDOS;14396223.34
2022;01;331;EMIRATOS ARABES UNIDOS;60875071.83
2021;02;331;EMIRATOS ARABES UNIDOS;10440658.15
2022;10;331;EMIRATOS ARABES UNIDOS;2876067.66
2022;11;331;EMIRATOS ARABES UNIDOS;94549678.51
2021;12;331;EMIRATOS ARABES UNIDOS;112260830.06
2021;06;331;EMIRATOS ARABES UNIDOS;13158742.62
2022;09;331;EMIRATOS ARABES UNIDOS;165528199.91
2021;03;331;EMIRATOS ARABES UNIDOS;32978977.12
2022;08;331;EMIRATOS ARABES UNIDOS;57658655.07
2021;10;331;EMIRATOS ARABES UNIDOS;5653631.57
2022;07;331;EMIRATOS ARABES UNIDOS;23528506.99
2021;05;331;EMIRATOS ARABES UNIDOS;5663362.18
2022;06;331;EMIRATOS ARABES UNIDOS;60213633.29
2021;01;331;EMIRATOS ARABES UNIDOS;9084543.35
2021;09;331;EMIRATOS ARABES UNIDOS;8216153.07
2022;05;331;EMIRATOS ARABES UNIDOS;22994174.73
2022;04;331;EMIRATOS ARABES UNIDOS;149680319.59
2021;08;332;PAQUISTAN;3142699.91
2022;03;332;PAQUISTAN;5575248.63
2021;04;332;PAQUISTAN;2783253.17
2022;02;332;PAQUISTAN;4637891.1
2021;07;332;PAQUISTAN;4245431.64
2022;01;332;PAQUISTAN;3333979.78
2021;02;332;PAQUISTAN;2748195.06
2022;05;332;PAQUISTAN;7170367.99
2022;10;332;PAQUISTAN;6272848.78
2021;06;332;PAQUISTAN;4216775.99
2022;06;332;PAQUISTAN;6399415.29
2022;04;332;PAQUISTAN;6169956.81
2022;09;332;PAQUISTAN;8703314.83
2021;03;332;PAQUISTAN;3035658.69
2022;08;332;PAQUISTAN;5322243.2
2021;11;332;PAQUISTAN;6406633.37
2021;10;332;PAQUISTAN;6384233.39
2022;07;332;PAQUISTAN;4641347.49
2021;01;332;PAQUISTAN;2477770.12
2021;09;332;PAQUISTAN;4672506.42
2021;12;332;PAQUISTAN;3772130.7
2022;11;332;PAQUISTAN;4403831.59
2021;05;332;PAQUISTAN;3086334.86
2021;08;333;SINGAPUR;8126280.89
2021;06;333;SINGAPUR;8559426.02
2022;10;333;SINGAPUR;13593550.32
2022;03;333;SINGAPUR;9547512.31
2021;04;333;SINGAPUR;12555192.03
2022;02;333;SINGAPUR;8872067.4
2021;07;333;SINGAPUR;13658003.24
2022;01;333;SINGAPUR;11641745.14
2021;02;333;SINGAPUR;13643350.07
2022;07;333;SINGAPUR;18124948.65
2022;11;333;SINGAPUR;7798695.95
2022;04;333;SINGAPUR;7389231.19
2022;09;333;SINGAPUR;9467456.97
2021;03;333;SINGAPUR;7407531.69
2022;08;333;SINGAPUR;11466393.6
2021;10;333;SINGAPUR;6932155.18
2021;05;333;SINGAPUR;14401348.29
2021;11;333;SINGAPUR;9350093.19
2022;06;333;SINGAPUR;13110265.26
2021;09;333;SINGAPUR;7092785.69
2021;12;333;SINGAPUR;25632726.6
2021;01;333;SINGAPUR;12761113.78
2022;05;333;SINGAPUR;8526846.64
2022;08;334;SIRIA;1.85
2021;05;334;SIRIA;42622
2021;01;334;SIRIA;23086.17
2022;06;334;SIRIA;671.68
2021;09;334;SIRIA;5.47
2021;08;335;TAILANDIA;127037421.47
2022;03;335;TAILANDIA;167060954.43
2022;09;335;TAILANDIA;198499706.33
2021;04;335;TAILANDIA;135636686.23
2022;02;335;TAILANDIA;122924260.77
2021;07;335;TAILANDIA;138313140.68
2021;06;335;TAILANDIA;136669046.56
2022;01;335;TAILANDIA;147213857.53
2021;02;335;TAILANDIA;114841051.6
2022;10;335;TAILANDIA;135811205.08
2021;03;335;TAILANDIA;127997785.77
2022;08;335;TAILANDIA;137454106.53
2021;10;335;TAILANDIA;123890403.82
2022;07;335;TAILANDIA;154783065.84
2021;01;335;TAILANDIA;83620002.9
2021;12;335;TAILANDIA;156235717.49
2021;05;335;TAILANDIA;127271184.68
2022;06;335;TAILANDIA;174627765.37
2021;09;335;TAILANDIA;147375190.42
2022;05;335;TAILANDIA;160440957.51
2021;11;335;TAILANDIA;134372753.68
2022;04;335;TAILANDIA;135504465.04
2022;11;335;TAILANDIA;169347299.3
2021;08;337;VIETNAM;112384859.57
2022;10;337;VIETNAM;81305858.67
2022;03;337;VIETNAM;127304215.67
2021;04;337;VIETNAM;92578335.98
2022;02;337;VIETNAM;110939172.58
2021;07;337;VIETNAM;104065052.45
2022;01;337;VIETNAM;109471925.74
2021;02;337;VIETNAM;81695511.54
2022;11;337;VIETNAM;83456885.87
2021;12;337;VIETNAM;90704493.7
2021;11;337;VIETNAM;109078177.64
2022;09;337;VIETNAM;85587582.48
2021;03;337;VIETNAM;129393995.01
2022;08;337;VIETNAM;89242059.76
2021;06;337;VIETNAM;114031822.49
2021;10;337;VIETNAM;83800832
2022;07;337;VIETNAM;67592770.82
2021;01;337;VIETNAM;76641448.8
2021;05;337;VIETNAM;107167833.25
2022;06;337;VIETNAM;85962935.1
2021;09;337;VIETNAM;82843460.79
2022;05;337;VIETNAM;145232591.83
2022;04;337;VIETNAM;177999608.03
2021;08;345;BANGLADESH;1370790.64
2022;03;345;BANGLADESH;1096431.29
2021;04;345;BANGLADESH;963652.76
2021;12;345;BANGLADESH;1538839.02
2022;02;345;BANGLADESH;1242689.51
2021;07;345;BANGLADESH;990260.02
2022;01;345;BANGLADESH;2229356.16
2021;02;345;BANGLADESH;679733.19
2022;11;345;BANGLADESH;2597715.7
2022;10;345;BANGLADESH;1705387.82
2022;05;345;BANGLADESH;1729001.52
2021;11;345;BANGLADESH;1176864.57
2022;09;345;BANGLADESH;2044883.89
2021;03;345;BANGLADESH;1989225.99
2022;08;345;BANGLADESH;2516420.12
2021;10;345;BANGLADESH;927610.24
2021;06;345;BANGLADESH;1874993.01
2022;07;345;BANGLADESH;1777752.28
2021;01;345;BANGLADESH;491669.61
2021;05;345;BANGLADESH;824043.59
2022;06;345;BANGLADESH;1715757.81
2021;09;345;BANGLADESH;1216293.97
2022;04;345;BANGLADESH;2594337.42
2021;04;346;BRUNEI;480.41
2022;07;346;BRUNEI;96640
2021;07;346;BRUNEI;680.12
2022;01;346;BRUNEI;56.56
2021;03;346;BRUNEI;521.84
2021;01;346;BRUNEI;60431.4
2021;06;346;BRUNEI;28697.09
2022;05;346;BRUNEI;2.57
2021;08;348;YEMEN;32.86
2021;12;348;YEMEN;5019.61
2022;11;348;YEMEN;918.16
2022;10;348;YEMEN;359.12
2022;08;348;YEMEN;180.26
2022;06;348;YEMEN;12463.87
2021;08;349;ARMENIA;8129.23
2022;02;349;ARMENIA;21.79
2022;01;349;ARMENIA;126.02
2021;02;349;ARMENIA;3669.85
2022;11;349;ARMENIA;2704.31
2022;10;349;ARMENIA;957.11
2021;11;349;ARMENIA;13863.51
2022;09;349;ARMENIA;409.83
2021;03;349;ARMENIA;13709.93
2022;08;349;ARMENIA;1881.51
2021;01;349;ARMENIA;3734.02
2021;10;349;ARMENIA;6489.02
2022;07;349;ARMENIA;19493.69
2022;06;349;ARMENIA;1241.26
2022;05;349;ARMENIA;39343.56
2022;04;349;ARMENIA;20294.72
2022;02;350;AZERBAIDZHAN;2688.82
2022;10;350;AZERBAIDZHAN;61.61
2022;11;350;AZERBAIDZHAN;73100.28
2022;08;350;AZERBAIDZHAN;134.68
2021;10;350;AZERBAIDZHAN;44591.85
2022;07;350;AZERBAIDZHAN;68.27
2021;05;350;AZERBAIDZHAN;81223.1
2022;06;350;AZERBAIDZHAN;61.37
2021;09;350;AZERBAIDZHAN;51167.67
2021;06;350;AZERBAIDZHAN;829787.28
2021;08;351;GEORGIA;12019.07
2022;03;351;GEORGIA;318998.03
2021;04;351;GEORGIA;1287.02
2022;11;351;GEORGIA;178591.4
2022;09;351;GEORGIA;126621.9
2022;02;351;GEORGIA;33774.27
2021;07;351;GEORGIA;72023.41
2021;12;351;GEORGIA;206673.86
2022;01;351;GEORGIA;193759.05
2021;02;351;GEORGIA;661.45
2021;06;351;GEORGIA;94331.77
2022;10;351;GEORGIA;3047.61
2021;11;351;GEORGIA;3123.17
2021;03;351;GEORGIA;323884.7
2022;08;351;GEORGIA;95428.74
2021;01;351;GEORGIA;1355.46
2021;10;351;GEORGIA;137491.5
2022;07;351;GEORGIA;372503.82
2021;05;351;GEORGIA;4583.34
2022;06;351;GEORGIA;2612.56
2021;09;351;GEORGIA;28673.61
2022;05;351;GEORGIA;255121.28
2022;04;351;GEORGIA;1576.36
2021;08;352;KAZAJSTAN;58860
2022;08;352;KAZAJSTAN;74663.78
2022;03;352;KAZAJSTAN;430539.5
2021;04;352;KAZAJSTAN;173229.25
2022;02;352;KAZAJSTAN;104495.27
2021;07;352;KAZAJSTAN;117072
